Date,Open,High,Low,Close,Volume,Adj Close
2010-10-01,"10,789.72","10,907.41","10,759.14","10,829.68",4298910000,"10,829.68"
2010-09-30,"10,835.96","10,960.99","10,732.27","10,788.05",4284160000,"10,788.05"
2010-09-29,"10,857.98","10,901.96","10,759.75","10,835.28",3990280000,"10,835.28"
2010-09-28,"10,809.85","10,905.44","10,714.03","10,858.14",4025840000,"10,858.14"
2010-09-27,"10,860.03","10,902.52","10,776.44","10,812.04",3587860000,"10,812.04"
2010-09-24,"10,664.39","10,897.83","10,664.39","10,860.26",4123950000,"10,860.26"
2010-09-23,"10,738.48","10,779.65","10,610.12","10,662.42",3847850000,"10,662.42"
2010-09-22,"10,761.11","10,829.75","10,682.4","10,739.31",3911070000,"10,739.31"
2010-09-21,"10,753.39","10,844.89","10,674.83","10,761.03",4175660000,"10,761.03"
2010-09-20,"10,608.08","10,783.51","10,594.38","10,753.62",3364080000,"10,753.62"
2010-09-17,"10,595.44","10,689.29","10,529.67","10,607.85",4086140000,"10,607.85"
2010-09-16,"10,571.75","10,624.58","10,499.43","10,594.83",3364080000,"10,594.83"
2010-09-15,"10,526.42","10,609.21","10,453.15","10,572.73",3369840000,"10,572.73"
2010-09-14,"10,544.81","10,622.69","10,460.34","10,526.49",4521050000,"10,526.49"
2010-09-13,"10,458.6","10,605.73","10,458.45","10,544.13",4521050000,"10,544.13"
2010-09-10,"10,415.01","10,502.8","10,376.34","10,462.77",3061160000,"10,462.77"
2010-09-09,"10,388.22","10,515.86","10,359.23","10,415.24",3387770000,"10,415.24"
2010-09-08,"10,338.57","10,460.5","10,318.93","10,387.01",3224640000,"10,387.01"
2010-09-07,"10,446.8","10,448.99","10,304.44","10,340.69",3107380000,"10,340.69"
2010-09-03,"10,321.92","10,484.71","10,321.92","10,447.93",3534500000,"10,447.93"
2010-09-02,"10,270.08","10,350.98","10,211.8","10,320.1",3704210000,"10,320.1"
2010-09-01,"10,016.01","10,305.87","10,016.01","10,269.47",4396880000,"10,269.47"
2010-08-31,"10,006.42","10,101.53","9,915.73","10,014.72",4038770000,"10,014.72"
2010-08-30,"10,145.58","10,170.1","10,005.56","10,009.73",2917990000,"10,009.73"
2010-08-27,"9,982.4","10,176.3","9,925.11","10,150.65",4102460000,"10,150.65"
2010-08-26,"10,059.83","10,138.12","9,959.17","9,985.81",3646710000,"9,985.81"
2010-08-25,"10,040.15","10,104.18","9,925.34","10,060.06",4360190000,"10,060.06"
2010-08-24,"10,170.86","10,170.86","9,975.86","10,040.45",4436330000,"10,040.45"
2010-08-23,"10,215.51","10,328.88","10,146.18","10,174.41",3210950000,"10,174.41"
2010-08-20,"10,270.98","10,276.13","10,131.88","10,213.62",3761570000,"10,213.62"
2010-08-19,"10,411.15","10,412.29","10,202.34","10,271.21",4290540000,"10,271.21"
2010-08-18,"10,398.59","10,486.38","10,308.83","10,415.54",3724260000,"10,415.54"
2010-08-17,"10,297.55","10,501.67","10,297.55","10,405.85",3968210000,"10,405.85"
2010-08-16,"10,303.07","10,354.39","10,193.26","10,302.01",3142450000,"10,302.01"
2010-08-13,"10,320.33","10,381.86","10,254.18","10,303.15",3328890000,"10,303.15"
2010-08-12,"10,361.58","10,388.37","10,222.85","10,319.95",4521050000,"10,319.95"
2010-08-11,"10,631.82","10,631.82","10,339.63","10,378.83",4511860000,"10,378.83"
2010-08-10,"10,696.63","10,717.21","10,522.63","10,644.25",3979360000,"10,644.25"
2010-08-09,"10,654.62","10,755.66","10,618.26","10,698.75",3191630000,"10,698.75"
2010-08-06,"10,668.55","10,688.08","10,491.37","10,653.56",3857890000,"10,653.56"
2010-08-05,"10,679.67","10,712.37","10,571.6","10,674.98",3685560000,"10,674.98"
2010-08-04,"10,630.2","10,738.48","10,583.1","10,680.43",4057850000,"10,680.43"
2010-08-03,"10,673.92","10,714.19","10,564.18","10,636.38",4071820000,"10,636.38"
2010-08-02,"10,468.82","10,715.21","10,468.82","10,674.38",4144180000,"10,674.38"
2010-07-30,"10,465.19","10,528.84","10,327.37","10,465.94",4006450000,"10,465.94"
2010-07-29,"10,498.94","10,609.74","10,383.45","10,467.16",4612420000,"10,467.16"
2010-07-28,"10,537.01","10,586.36","10,445.17","10,497.88",4002390000,"10,497.88"
2010-07-27,"10,525.28","10,632.52","10,460.65","10,537.69",4725690000,"10,537.69"
2010-07-26,"10,424.17","10,545.94","10,391.02","10,525.43",4009650000,"10,525.43"
2010-07-23,"10,321.16","10,465.19","10,237.84","10,424.62",4524570000,"10,424.62"
2010-07-22,"10,121.81","10,391.78","10,121.81","10,322.3",4826900000,"10,322.3"
2010-07-21,"10,226.02","10,310.04","10,053.85","10,120.53",4747180000,"10,120.53"
2010-07-20,"10,151.48","10,248.2","9,973.17","10,229.96",4713280000,"10,229.96"
2010-07-19,"10,098.12","10,213.09","10,051.28","10,154.43",4089500000,"10,154.43"
2010-07-16,"10,356.2","10,356.2","10,071.63","10,097.9",5297350000,"10,097.9"
2010-07-15,"10,367.1","10,409.49","10,216.04","10,359.31",4552470000,"10,359.31"
2010-07-14,"10,370.96","10,423.03","10,265.16","10,366.72",4521050000,"10,366.72"
2010-07-13,"10,217.55","10,436.2","10,217.55","10,363.02",4640460000,"10,363.02"
2010-07-12,"10,199.24","10,260.62","10,121.13","10,216.27",3426990000,"10,216.27"
2010-07-09,"10,137.93","10,226.48","10,079.05","10,198.03",3506570000,"10,198.03"
2010-07-08,"10,019.26","10,175.02","9,987.02","10,138.99",4548460000,"10,138.99"
2010-07-07,"9,736.85","10,029.93","9,716.38","10,018.28",4931220000,"10,018.28"
2010-07-06,"9,689.21","9,880.76","9,648.26","9,743.62",4691240000,"9,743.62"
2010-07-02,"9,732.23","9,798.19","9,603.8","9,686.48",3968500000,"9,686.48"
2010-07-01,"9,773.27","9,834.71","9,596.04","9,732.53",6435770000,"9,732.53"
2010-06-30,"9,868.34","9,951.47","9,741.07","9,774.02",5067080000,"9,774.02"
2010-06-29,"10,135.72","10,135.72","9,786.45","9,870.3",6136700000,"9,870.3"
2010-06-28,"10,143.05","10,246.82","10,070.12","10,138.52",3896410000,"10,138.52"
2010-06-25,"10,153.48","10,261.1","10,039.97","10,143.81",5128840000,"10,143.81"
2010-06-24,"10,297.08","10,314.31","10,112.6","10,152.8",4814830000,"10,152.8"
2010-06-23,"10,293.3","10,393.89","10,195.81","10,298.44",4526150000,"10,298.44"
2010-06-22,"10,441.95","10,524.78","10,276.14","10,293.52",4514380000,"10,293.52"
2010-06-21,"10,452.46","10,627.19","10,387.54","10,442.41",4514360000,"10,442.41"
2010-06-18,"10,435","10,513.75","10,379.6","10,450.64",4555360000,"10,450.64"
2010-06-17,"10,409.98","10,479.74","10,293.49","10,434.17",4557760000,"10,434.17"
2010-06-16,"10,404.24","10,456.39","10,289.37","10,409.46",5002600000,"10,409.46"
2010-06-15,"10,192.4","10,416.11","10,192.4","10,404.77",4644490000,"10,404.77"
2010-06-14,"10,211.83","10,354.97","10,175.02","10,190.89",4425830000,"10,190.89"
2010-06-11,"10,166.78","10,235.1","10,038.31","10,211.07",4059280000,"10,211.07"
2010-06-10,"9,901.67","10,206.61","9,901.67","10,172.53",5144780000,"10,172.53"
2010-06-09,"9,941.57","10,093.33","9,859.04","9,899.25",5983200000,"9,899.25"
2010-06-08,"9,812.94","9,971.57","9,726.33","9,939.98",6192750000,"9,939.98"
2010-06-07,"9,931.75","10,025.84","9,798.73","9,816.49",5467560000,"9,816.49"
2010-06-04,"10,249.61","10,249.61","9,881.11","9,931.97",6180580000,"9,931.97"
2010-06-03,"10,250.67","10,348.84","10,158.92","10,255.28",4995970000,"10,255.28"
2010-06-02,"10,025.61","10,256.57","10,007.09","10,249.54",5026360000,"10,249.54"
2010-06-01,"10,133.94","10,249.27","9,976.56","10,024.02",5271480000,"10,024.02"
2010-05-28,"10,258","10,293.45","10,078.66","10,136.63",4871210000,"10,136.63"
2010-05-27,"9,971.73","10,279.01","9,971.73","10,258.99",5698460000,"10,258.99"
2010-05-26,"10,045.11","10,211.6","9,937.79","9,974.45",4521050000,"9,974.45"
2010-05-25,"10,061.43","10,061.43","9,756.11","10,043.75",7329580000,"10,043.75"
2010-05-24,"10,193.46","10,235.63","10,028.78","10,066.57",5224040000,"10,066.57"
2010-05-21,"10,063.93","10,225.88","9,860.93","10,193.39",5452130000,"10,193.39"
2010-05-20,"10,440.21","10,440.21","10,042.46","10,068.01",8328569600,"10,068.01"
2010-05-19,"10,505.7","10,558.56","10,306.22","10,444.37",6765800000,"10,444.37"
2010-05-18,"10,625.45","10,760.05","10,463.15","10,510.95",6170840000,"10,510.95"
2010-05-17,"10,616.98","10,707.3","10,424.72","10,625.83",5922920000,"10,625.83"
2010-05-14,"10,780.68","10,780.68","10,509.89","10,620.16",6126400000,"10,620.16"
2010-05-13,"10,896.61","10,952.84","10,752.72","10,782.95",4870640000,"10,782.95"
2010-05-12,"10,742.15","10,941.88","10,725.81","10,896.91",5225460000,"10,896.91"
2010-05-11,"10,780","10,888.3","10,653.71","10,748.26",5842550000,"10,748.26"
2010-05-10,"10,386.18","10,880.14","10,386.18","10,785.14",6893700000,"10,785.14"
2010-05-07,"10,519.42","10,622.27","10,221.5","10,380.43",9472910400,"10,380.43"
2010-05-06,"10,862.22","10,925.86","9,787.17","10,520.32",10617809600,"10,520.32"
2010-05-05,"10,918.4","10,984.05","10,754.3","10,868.12",6795940000,"10,868.12"
2010-05-04,"11,149.48","11,149.48","10,843.71","10,926.77",6594720000,"10,926.77"
2010-05-03,"11,009.6","11,203.37","11,004.15","11,151.83",4938050000,"11,151.83"
2010-04-30,"11,168.23","11,235.94","10,984.35","11,008.61",6048260000,"11,008.61"
2010-04-29,"11,045.64","11,232.54","11,045.64","11,167.32",6059410000,"11,167.32"
2010-04-28,"10,988.87","11,115.63","10,938.48","11,045.27",6342310000,"11,045.27"
2010-04-27,"11,203.67","11,260.88","10,962.81","10,991.99",7454540000,"10,991.99"
2010-04-26,"11,205.11","11,308.95","11,150.01","11,205.03",5647760000,"11,205.03"
2010-04-23,"11,132.18","11,247.2","11,058.87","11,204.28",5326060000,"11,204.28"
2010-04-22,"11,119.78","11,175.33","10,975.66","11,134.29",6035780000,"11,134.29"
2010-04-21,"11,116.91","11,217.35","11,018.59","11,124.92",5724310000,"11,124.92"
2010-04-20,"11,093.11","11,190.22","11,045.8","11,117.06",5316590000,"11,117.06"
2010-04-19,"11,018.36","11,116.76","10,940.6","11,092.05",6597740000,"11,092.05"
2010-04-16,"11,143.66","11,186.82","10,947.55","11,018.66",8108470400,"11,018.66"
2010-04-15,"11,122.96","11,189.61","11,051.31","11,144.57",5995330000,"11,144.57"
2010-04-14,"11,020.7","11,147.14","11,004.61","11,123.11",5760040000,"11,123.11"
2010-04-13,"11,006.72","11,072.7","10,925.86","11,019.42",5403580000,"11,019.42"
